Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cellular features: Microcinematography and film theory,"Landecker, H",,,,CRITICAL INQUIRY,SUM 2005,2005,31,4,,,,903,937,,10.1086/444519,,,22,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,5,3,3,2,2,0
Barthes's 'Punctum',"Fried, M",,,,CRITICAL INQUIRY,SPR 2005,2005,31,3,,,,539,574,,10.1086/430984,,,22,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2,0,1,3,3,1,2,0
"Traveling genres (Literary history, novel)","Cohen, M",,,,NEW LITERARY HISTORY,SUM 2003,2003,34,3,,,,481,499,,10.1353/nlh.2003.0040,,,22,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,3,1,4,1,3,2,0
Fetishizing the glove in Renaissance Europe,"Stallybrass, P; Jones, AR",,,,CRITICAL INQUIRY,FAL 2001,2001,28,1,,,,114,132,,10.1086/449035,,,22,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,1,1,4,3,3,0,4,0
Globalizing literary study,"Said, EW",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 2001,2001,116,1,,,,64,68,,,,,22,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,3,1,0,5,1,2,2,0,0
"Reading the tangible past: British tourism, collecting, and memory after Waterloo","Semmel, S",,,,REPRESENTATIONS,WIN 2000,2000,,69,,,,9,37,,,,,22,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,1,1,4,3,1,5,0
Remembering the other: Knowledge and recognition in the exploration of Central Africa,"Fabian, J",,,,CRITICAL INQUIRY,FAL 1999,1999,26,1,,,,49,69,,10.1086/448952,,,22,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,3,0,3,4,3,1,1,1,0,0,1,1
"How to do things with things (A toy story) (Material culture, semiotics, imagery)","Brown, B",,,,CRITICAL INQUIRY,SUM 1998,1998,24,4,,,,935,964,,10.1086/448902,,,22,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,3,1,2,2,0,4,2,2,1,0
"The touch of the real + Clifford Geertz, anthropology","Greenblatt, S",,,,REPRESENTATIONS,SUM 1997,1997,,59,,,,14,29,,,,,22,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,3,2,2,1,1,1,2,1,4,0
Not at home in empire + The English Raj in India,"Guha, R",,,,CRITICAL INQUIRY,SPR 1997,1997,23,3,,,,482,493,,10.1086/448839,,,22,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,3,3,2,1,1,2,1,2,1,1,0
"SAVAGE MIRACLES, THE REDEMPTION OF LOST HONOR IN ROMAN SOCIETY AND THE SACRAMENT OF THE GLADIATOR AND THE MARTYR","BARTON, CA",,,,REPRESENTATIONS,WIN 1994,1994,,45,,,,41,71,,,,,22,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,4,1,0,1,2,1,1,0,0,4,3,0,0
"HISTORY BEFORE THE FACT, OR SMITH,JOHN UNFINISHED SYMPHONY","JEHLEN, M",,,,CRITICAL INQUIRY,SUM 1993,1993,19,4,,,,677,692,,10.1086/448693,,,22,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,2,1,2,3,2,0,0,2,2,1,2,0,0
THE FINE ART OF RAP,"SHUSTERMAN, R",,,,NEW LITERARY HISTORY,SUM 1991,1991,22,3,,,,613,632,,10.2307/469207,,,22,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,0,0,1,0,2,2,1,0,1,3,1,1,1,1,1,0
"SPEAKING CHRISTIAN, ORTHODOXY AND DIFFERENCE IN 16TH-CENTURY SPAIN","ROOT, D",,,,REPRESENTATIONS,SUM 1988,1988,,23,,,,118,134,,,,,22,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4,0,0,1,1,1,2,4,2,3,0,0
"THE MEANING OF THE 'ANCIENT MARINER' + BY COLERIDGE,ST","MCGANN, JJ",,,,CRITICAL INQUIRY,1981,1981,8,1,,,,35,67,,10.1086/448139,,,22,0.61,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,3,2,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0
THE RHETORIC OF ELIZABETHAN SUITORS LETTERS,"WHIGHAM, F",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1981,1981,96,5,,,,864,882,,10.2307/462129,,,22,0.61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,1,0,0,0,1,3,2,0,0,1,0,0,0,0,0,1,0,1,0,3,2,1,0,0
RING COMPOSITION AND THE STRUCTURE OF 'BEOWULF',"NILES, JD",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1979,1979,94,5,,,,924,935,,10.2307/461974,,,22,0.58,0,0,0,0,0,0,0,2,1,2,2,1,1,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0
HERMENEUTICS OF LITERARY INDETERMINACY - DISSENT FROM NEW ORTHODOXY,"ALTIERI, C",,,,NEW LITERARY HISTORY,1978,1978,10,1,,,,71,99,,10.2307/468306,,,22,0.56,0,0,0,0,0,0,3,5,2,2,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLAKE AND ARTISTIC MACHINE - ESSAY IN DECORUM AND TECHNOLOGY,"EAVES, M",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1977,1977,92,5,,,,903,927,,10.2307/461845,,,22,0.55,0,0,0,0,0,3,0,1,0,1,0,2,2,0,0,0,1,0,2,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
SPATIAL FORM - ANSWER TO CRITICS,"FRANK, J",,,,CRITICAL INQUIRY,1977,1977,4,2,,,,231,252,,10.1086/447935,,,22,0.55,0,0,0,0,0,3,3,3,3,0,1,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
COGNITIVE DIMENSION OF NARRATIVE DISCOURSE,"GREIMAS, AJ; COURTES, J",,,,NEW LITERARY HISTORY,1976,1976,7,3,,,,433,447,,10.2307/468554,,,22,0.54,0,0,0,0,0,1,1,0,2,0,1,0,1,2,3,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0
Did the middle ages believe in their miracles?,"Justice, Steven",,,,REPRESENTATIONS,SUM 2008,2008,,103,,,,1,29,,10.1525/rep.2008.103.1.1,,,21,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,6,0,3,1
"The religious, the secular, and literary studies: Rethinking the secularization narrative in histories of the profession","Kaufmann, Michael W.",,,,NEW LITERARY HISTORY,FAL 2007,2007,38,4,,,,607,627,,10.1353/nlh.2008.0004,,,21,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,4,6,3,0
On the case,"Berlant, Lauren",,,,CRITICAL INQUIRY,SUM 2007,2007,33,4,,,,663,672,,10.1086/521564,,,21,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,4,3,4,0
Beyond norm and exception: Guantanamo (Cuba),"Hussain, Nasser",,,,CRITICAL INQUIRY,SUM 2007,2007,33,4,,,,734,753,,10.1086/521567,Conference on Kuhn and the Sociology of Scientific Knowledge,"MAR, 2006",21,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,4,4,0,3,1
"Reification, reanimation, and the American uncanny","Brown, B",,,,CRITICAL INQUIRY,WIN 2006,2006,32,2,,,,175,207,,10.1086/500700,,,21,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,4,5,1,2,1
Rethinking Bazin: Ontology and realist aesthetics (Andre Bazin),"Morgan, D",,,,CRITICAL INQUIRY,SPR 2006,2006,32,3,,,,443,481,,10.1086/505375,,,21,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,7,2,2,1
George Eliot: Immanent Victorian,"Gallagher, Catherine",,,,REPRESENTATIONS,SPR 2005,2005,,90,,,,61,74,,,,,21,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,2,1,2,1,5,1,0
"Negatively capable dialectics: Keats, Vendler, Adorno, and the theory of the avant-garde","Kaufman, R",,,,CRITICAL INQUIRY,WIN 2001,2001,27,2,,,,354,384,,10.1086/449012,,,21,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,1,1,1,3,1,3,1,1,0
Glocal knowledges: Agency and place in literary studies,"Livingston, RE",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 2001,2001,116,1,,,,145,157,,,,,21,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,4,1,1,2,3,2,3,1,0
Premodern sexualities,"Smith, BR",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 2000,2000,115,3,,,,318,329,,10.2307/463453,,,21,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,0,2,0,0,1,1,6,2,2,0,0
"Naming the problem that led to the question Who shall teach African American literature?; or, are We ready to disband the Wheatley Court?","McKay, NY",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 1998,1998,113,3,,,,359,369,,,,,21,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,1,0,3,0,0,0,1,0,0,5,0,1
"'Now-by-my-hood,-a-gentle-and-no-Jew: Jessica, The 'Merchant of Venice', and the discourse of early modern English identity (Shakespeare)","Metzger, MJ",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 1998,1998,113,1,,,,52,63,,10.2307/463408,,,21,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,6,1,0,1,2,2,0,1,2,0,0
PHOTOGRAPHY,"KRACAUER, S",,,,CRITICAL INQUIRY,SPR 1993,1993,19,3,,,,421,436,,10.1086/448681,,,21,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,3,0,0,0,0,1,0,1,1,3,1,6,0
SCIENCE GONE NATIVE IN COLONIAL INDIA,"PRAKASH, G",,,,REPRESENTATIONS,FAL 1992,1992,,40,,,,153,178,,,,,21,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,3,1,0
FIERCE-AND-UNNATURAL-CRUELTY - CORTEZ AND THE CONQUEST OF MEXICO,"CLENDINNEN, I",,,,REPRESENTATIONS,WIN 1991,1991,,33,,,,65,100,,,,,21,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1,2,2,1,1,0,1,1,0,2,1,0,3,0
THE IMAGINARY IRISH PEASANT,"HIRSCH, E",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,OCT 1991,1991,106,5,,,,1116,1133,,10.2307/462684,,,21,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,0,0,1,1,3,3,1,1,0,3,0,0
"PRAGMATISM AND LITERARY-THEORY, CONSEQUENCES","FISH, S",,,,CRITICAL INQUIRY,1985,1985,11,3,,,,433,458,,10.1086/448298,,,21,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PAINTING MEMORIES - ON THE CONTAINMENT OF THE PAST IN BAUDELAIRE AND MANET,"FRIED, M",,,,CRITICAL INQUIRY,1984,1984,10,3,,,,510,542,,10.1086/448260,,,21,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,3,1,1,1,2,1,1,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0
WHAT IS AN IMAGE,"MITCHELL, WJT",,,,NEW LITERARY HISTORY,1984,1984,15,3,,,,503,537,,10.2307/468718,,,21,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,3,0,1,2,0
ROYAL STANZA IN EARLY ENGLISH-LITERATURE,"STEVENS, M",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1979,1979,94,1,,,,62,76,,10.2307/461801,,,21,0.55,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,2,1,0,2,1,0,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
INWARDNESS OF MENTAL LIFE,"TOULMIN, S",,,,CRITICAL INQUIRY,1979,1979,6,1,,,,1,16,,10.1086/448024,,,21,0.55,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,3,1,0,0,0,1,1,0
"MARVELOUS SIGNALS - POETICS, SIGN THEORY, AND POLITICS IN CHAUCER 'TROILUS'","VANCE, E",,,,NEW LITERARY HISTORY,1979,1979,10,2,,,,293,337,,10.2307/468762,,,21,0.55,0,0,0,0,0,0,0,1,1,1,5,2,1,2,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
EXILES DEFENSE - DUBELLAYS 'DEFFENCE ET ILLUSTRATION DE LANGUE FRANCOYSE',"FERGUSON, MW",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1978,1978,93,2,,,,275,289,,10.2307/461962,,,21,0.54,0,0,0,0,0,0,1,1,2,1,0,1,1,0,2,2,0,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0
SPATIAL FORM - SOME FURTHER REFLECTIONS,"FRANK, J",,,,CRITICAL INQUIRY,1978,1978,5,2,,,,275,290,,10.1086/447989,,,21,0.54,0,0,0,0,0,0,0,2,3,2,1,0,0,2,0,1,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0
DECOR OF MOLIERE STAGE - TESTIMONY OF BRISSART AND CHAUVEAU,"HERZEL, RW",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1978,1978,93,5,,,,925,954,,10.2307/461779,,,21,0.54,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,3,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2,0,1,2,1,0,0
"MIND, BODY, AND STEIN,GERTRUDE","STIMPSON, CR",,,,CRITICAL INQUIRY,1977,1977,3,3,,,,489,506,,10.1086/447902,,,21,0.52,0,0,0,0,0,0,4,1,2,2,0,3,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
FALSTAFF AS PARODIST AND PERHAPS HOLY-FOOL,"BATTENHOUSE, R",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1975,1975,90,1,,,,32,52,,10.2307/461346,,,21,0.5,0,0,2,1,1,1,0,1,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0
IMBONGI NEZIBONGO - THE XHOSA TRIBAL POET AND THE CONTEMPORARY POETIC TRADITION,"OPLAND, J",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,1975,1975,90,2,,,,185,208,,10.2307/461604,,,21,0.5,0,0,1,4,3,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
The New Unhistoricism in Queer Studies,"Traub, Valerie",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,JAN 2013,2013,128,1,,,,21,+,,,,,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,0
Guest Column: Why Animals Now?,"Dekoven, Marianne",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 2009,2009,124,2,,,,361,369,,,,,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,2,0
"The Eight Animals in Shakespeare; or, Before the Human","Shannon, Laurie",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 2009,2009,124,2,,,,472,479,,,,,20,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,5,4,0
Presidential address 2006: It must change,"Perloff, Marjorie",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 2007,2007,122,3,,,,652,662,,10.1632/pmla.2007.122.3.652,,,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,5,2,0,0
The atomic secret in red hands? American suspicions of theoretical physicists during the early Cold War,"Kaiser, David",,,,REPRESENTATIONS,SPR 2005,2005,,90,,,,28,60,,,,,20,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,7,1,0,2,0
Voice and narration in postmodern drama,"Richardson, B",,,,NEW LITERARY HISTORY,SUM 2001,2001,32,3,,,,681,694,,10.1353/nlh.2001.0042,,,20,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,3,1,1,3,3,3,0,0
"Bibliomania: Book collecting, cultural politics, and the rise of literary heritage in romantic Britain","Connell, P",,,,REPRESENTATIONS,SUM 2000,2000,,71,,,,24,47,,,,,20,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,2,3,0,4,2,1,2,0
Toward an ecological sublime,"Hitt, C",,,,NEW LITERARY HISTORY,SUM 1999,1999,30,3,,,,603,623,,,,,20,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,4,0,0,2,4,2,2,0
"Ecocriticism, literary theory, and the truth of ecology","Phillips, D",,,,NEW LITERARY HISTORY,SUM 1999,1999,30,3,,,,577,602,,,,,20,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,0,0,2,0,1,0,3,2,2,2,0
"Creole skin, black mask + 'Black Skin, White Masks', postcolonialism, psychology of racial relations: Fanon and disavowal","Verges, F",,,,CRITICAL INQUIRY,SPR 1997,1997,23,3,,,,578,593,,10.1086/448844,,,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,0,1,0,4,0,0,0,3,2,1,1,0
LIVING ALONE TOGETHER,"TODOROV, T",,,,NEW LITERARY HISTORY,WIN 1996,1996,27,1,,,,1,14,,10.1353/nlh.1996.0011,,,20,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,1,1,0,1,3,0,2,1,1,1,0,0,0,0,0
"ILLEGITIMATE SHELLEY, RADICAL PIRACY AND THE TEXTUAL EDITION AS CULTURAL PERFORMANCE","FRAISTAT, N",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 1994,1994,109,3,,,,409,423,,10.2307/463077,,,20,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,3,1,1,1,4,0,2,1,1,0,0,0
"BABEL IN AMERICA, OR THE POLITICS OF LANGUAGE DIVERSITY IN THE UNITED-STATES","SHELL, M",,,,CRITICAL INQUIRY,FAL 1993,1993,20,1,,,,103,127,,10.1086/448702,,,20,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,1,1,0,1,1,0,1,1,1,5,1,0
THE PLACES OF BOOKS IN THE AGE OF ELECTRONIC REPRODUCTION,"NUNBERG, G",,,,REPRESENTATIONS,SPR 1993,1993,,42,,,,13,37,,,,,20,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,1,0,1,0,2,2,2,1,1,2,0,1,0,1
THE LITERARY IMAGINATION IN PUBLIC-LIFE,"NUSSBAUM, MC",,,,NEW LITERARY HISTORY,FAL 1991,1991,22,4,,,,877,910,,10.2307/469070,,,20,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,4,1,0,1,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0
2 SOULS IN ONE BODY,"HACKING, I",,,,CRITICAL INQUIRY,SUM 1991,1991,17,4,,,,838,867,,10.1086/448615,,,20,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,2,0,0,4,0,0,0,1,1,1,2,0,1,0,1,0,0,0
"SEEING AND BELIEVING - METAPHOR, IMAGE, AND FORCE","MORAN, R",,,,CRITICAL INQUIRY,FAL 1989,1989,16,1,,,,87,112,,10.1086/448527,,,20,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,2,2,1,0,2,2,2,0
THE AUTHENTIC SHAKESPEARE,"ORGEL, S",,,,REPRESENTATIONS,WIN 1988,1988,,21,,,,1,26,,,,,20,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,2,3,2,0,2,0,2,0,2,1,1,0
"BODILY BONDS, THE INTERSECTING RHETORICS OF FEMINISM AND ABOLITION","SANCHEZEPPLER, K",,,,REPRESENTATIONS,FAL 1988,1988,,24,,,,28,59,,,,,20,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,3,1,3,0,1,1,3,0,1,0,1,0,0,1,0
"HAWTHORNE,NATHANIEL, HAWTHORNE,UNA, AND THE 'SCARLET LETTER' - INTERACTIVE SELFHOODS AND THE CULTURAL CONSTRUCTION OF GENDER","HERBERT, TW",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAY 1988,1988,103,3,,,,285,297,,10.2307/462377,,,20,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DONT TELL - IMPOSED SILENCES IN THE 'COLOR PURPLE' AND THE 'WOMAN WARRIOR',"CHEUNG, KK",,,,PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,MAR 1988,1988,103,2,,,,162,174,,10.2307/462432,,,20,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,2,3,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"WHATS LOVE GOT TO DO WITH IT - CRITICAL-THEORY, INTEGRITY, AND THE BLACK IDIOM","GATES, HL",,,,NEW LITERARY HISTORY,WIN 1987,1987,18,2,,,,345,362,,10.2307/468733,,,20,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,4,1,0,2,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0
SKELETONS-IN-THE-CLOSET - THE 1ST ILLUSTRATIONS OF THE FEMALE SKELETON IN 18TH-CENTURY ANATOMY,"SCHIEBINGER, L",,,,REPRESENTATIONS,SPR 1986,1986,,14,,,,42,82,,,,,20,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,2,0,0,0,3,2,1,2,1,1,0
